"Arroz, integral, cozido",124,25.8,2.6,1,NA,NA,2.7,1,,5,0.3,0.02,106,75,59,0.7,0.08
"Graviola, polpa, congelada",38,9.8,0.6,0.1,NA,NA,1.2,3,10.5,6,0.1,0.06,17,170,10,0.1,Tr
"Jabuticaba, crua",58,15.3,0.6,0.1,NA,NA,2.3,Tr,16.2,8,0.1,0.07,15,130,18,0.3,0.06
"Jaca, crua",88,22.5,1.4,0.3,NA,NA,2.4,2,14.8,11,0.4,0.09,14,234,40,0.2,0.1
"Jambo, cru",27,6.5,0.9,0.1,NA,NA,5.1,22,3.8,14,0.1,0.02,18,135,14,0.1,0.08
"Jamelão, cru",41,10.6,0.5,0.1,NA,NA,1.8,1,27.1,3,0,0.03,4,394,2,0,0.17
"Kiwi, cru",51,11.5,1.3,0.6,NA,NA,2.7,Tr,70.8,24,0.3,0.15,33,269,11,0.1,Tr
"Laranja, baía, crua",45,11.5,1,0.1,NA,NA,1.1,Tr,56.9,35,0.1,0.04,24,174,9,0.1,0.06
"Laranja, baía, suco",37,8.7,0.7,Tr,NA,NA,Tr,Tr,94.5,6,0.1,0.02,22,173,8,Tr,0.03
"Laranja, da terra, crua",51,12.9,1.1,0.2,NA,NA,4,1,34.7,51,0.1,0.04,20,173,14,0.2,0.07
"Laranja, da terra, suco",41,9.6,0.7,0.1,NA,NA,1,Tr,44.3,13,0.1,0.02,15,145,10,0.1,0.04
"Laranja, lima, crua",46,11.5,1.1,0.1,NA,NA,1.8,1,43.5,31,0.1,0.03,15,130,10,0.1,0.09
"Laranja, lima, suco",39,9.2,0.7,0.1,NA,NA,0.4,Tr,41.3,8,Tr,0.02,16,129,11,0,0.1
"Laranja, pêra, crua",37,8.9,1,0.1,NA,NA,0.8,Tr,53.7,22,0.1,0.03,23,163,9,0.1,0.07
"Laranja, pêra, suco",33,7.6,0.7,0.1,NA,NA,Tr,Tr,73.3,7,Tr,0.01,14,149,8,Tr,Tr
"Laranja, valência, crua",46,11.7,0.8,0.2,NA,NA,1.7,1,47.8,34,0.1,0.04,20,158,14,0.1,0.07
"Laranja, valência, suco",36,8.6,0.5,0.1,NA,NA,0.4,Tr,*,9,Tr,0.02,17,143,10,Tr,*
"Limão, cravo, suco",14,5.2,0.3,Tr,NA,NA,Tr,Tr,32.8,10,0.1,0.03,11,120,9,,Tr
"Limão, galego, suco",22,7.3,0.6,0.1,NA,NA,Tr,Tr,34.5,5,0.1,0.02,13,113,6,0.1,Tr
,,,,,,,,,,,,,,,,,
"Limão, tahiti, cru",32,11.1,0.9,0.1,NA,NA,1.2,1,38.2,51,0.2,0.06,24,128,10,0.2,0.3
"Maçã, Argentina, com casca, crua",63,16.6,0.2,0.2,NA,NA,2,1,1.5,3,0.1,0.03,11,117,5,Tr,0.05
"Maçã, Fuji, com casca, crua",56,15.2,0.3,Tr,NA,NA,1.3,Tr,2.4,2,0.1,0.06,9,75,2,Tr,Tr
"Macaúba, crua",404,13.9,2.1,40.7,NA,NA,13.4,1,13.4,67,0.8,0.35,44,306,66,0.7,0.11
" Mamão, doce em calda, drenado",196,54,0.2,0.1,NA,NA,1.3,3,3.9,20,0.1,0.02,4,68,6,0.1,0.03
"Mamão, Formosa, cru",45,11.6,0.8,0.1,NA,NA,1.8,3,78.5,25,0.2,1.36,11,222,17,0.1,0.03
"Mamão, Papaia, cru",40,10.4,0.5,0.1,NA,NA,1,2,82.2,22,0.2,0.02,11,126,22,0.1,0.03
" Mamão verde, doce em calda, drenado",209,57.6,0.3,0.1,NA,NA,1.2,5,Tr,12,0.2,0.02,3,9,5,0,Tr
"Manga, Haden, crua",64,16.7,0.4,0.3,NA,NA,1.6,1,17.4,12,0.1,0.1,9,148,8,0.1,0.02
"Manga, Palmer, crua",72,19.4,0.4,0.2,NA,NA,1.6,2,65.5,12,0.1,0.09,14,157,9,0.1,0.09
"Manga, polpa, congelada",48,12.5,0.4,0.2,NA,NA,1.1,7,24.9,7,0.1,0.06,9,131,9,0.1,Tr
"Manga, Tommy Atkins, crua",51,12.8,0.9,0.2,NA,NA,2.1,Tr,7.9,8,0.1,0.06,14,138,7,0.1,Tr
"Maracujá, cru",68,12.3,2,2.1,NA,NA,1.1,2,19.8,5,0.6,0.19,51,338,28,0.4,Tr
"Maracujá, polpa, congelada",39,9.6,0.8,0.2,NA,NA,0.5,8,7.3,5,0.3,0.05,15,228,10,0.2,Tr
"Maracujá, suco concentrado, envasado",42,9.6,0.8,0.2,NA,NA,0.4,22,13.7,4,0.3,0.05,14,201,4,0.1,Tr
"Melancia, crua",33,8.1,0.9,Tr,NA,NA,0.1,Tr,6.1,8,0.2,0.04,12,104,10,0.1,Tr
"Melão, cru",29,7.5,0.7,Tr,NA,NA,0.3,11,8.7,3,0.2,0.04,10,216,6,0.1,Tr
"Mexerica, Murcote, crua",58,14.9,0.9,0.1,NA,NA,3.1,1,21.8,33,0.1,0.06,19,159,12,0.1,0.08
"Mexerica, Rio, crua",37,9.3,0.7,0.1,NA,NA,2.7,2,112,17,0.1,0.07,14,125,8,0.2,0.03
"Morango, cru",30,6.8,0.9,0.3,NA,NA,1.7,Tr,63.6,11,0.3,0.06,22,184,10,0.2,Tr
"Nêspera, crua",43,11.5,0.3,Tr,NA,NA,3,Tr,3.2,20,0.1,0.12,10,113,10,0.1,Tr
"Pequi, cru",205,13,2.3,18,NA,NA,19,Tr,8.3,32,0.3,0.21,34,298,30,1,0.17
"Pêra, Park, crua",61,16.1,0.2,0.2,NA,NA,3,1,2.4,9,0.3,0.08,12,102,6,0.1,0.06
"Pêra, Williams, crua",53,14,0.6,0.1,NA,NA,3,Tr,2.8,8,0.1,0.07,12,116,6,0.1,Tr
"Pêssego, Aurora, cru",36,9.3,0.8,Tr,NA,NA,1.4,Tr,3.3,3,0.2,0.02,15,124,4,0.1,0.05
"Pêssego, enlatado, em calda",63,16.9,0.7,Tr,NA,NA,1,3,Tr,4,0.6,0.04,9,95,4,0.1,Tr
"Pinha, crua",88,22.4,1.5,0.3,NA,NA,3.4,1,35.9,21,0.2,0.11,34,283,31,0.2,0.12
"Pitanga, crua",41,10.2,0.9,0.2,NA,NA,3.2,2,24.9,18,0.4,0.08,13,113,12,0.4,0.03
"Pitanga, polpa, congelada",19,4.8,0.3,0.1,NA,NA,0.7,5,Tr,8,0.4,0.06,12,87,6,0.1,Tr
"Romã, crua",56,15.1,0.4,Tr,NA,NA,0.4,1,8.1,5,0.3,0.19,40,485,13,0.7,0.12
"Tamarindo, cru",276,72.5,3.2,0.5,NA,NA,6.4,0,7.2,37,0.6,0.29,55,723,59,0.7,0.31
"Tangerina, Poncã, crua",38,9.6,0.8,0.1,NA,NA,0.9,Tr,48.8,13,0.1,0.03,12,131,8,Tr,0.06
,,,,,,,,,,,,,,,,,
"Tangerina, Poncã, suco",36,8.8,0.5,Tr,NA,NA,Tr,Tr,41.8,4,Tr,0.02,9,119,6,Tr,0.06
"Tucumã, cru",262,26.5,2.1,19.1,NA,NA,12.7,4,18,46,0.6,0.39,53,401,121,0.9,0.04
"Umbu, cru",37,9.4,0.8,Tr,NA,NA,2,Tr,24.1,12,0.1,0.04,13,152,11,0.4,0.05
"Umbu, polpa, congelada",34,8.8,0.5,0.1,NA,NA,1.3,6,4,11,0.2,0.04,13,154,8,0.1,Tr
"Uva, Itália, crua",53,13.6,0.7,0.2,NA,NA,0.9,Tr,3.3,7,0.1,0.11,12,162,5,Tr,Tr
"Uva, Rubi, crua",49,12.7,0.6,0.2,NA,NA,0.9,8,1.9,8,0.2,0.05,23,159,6,Tr,0.02
"Uva, suco concentrado, envasado",58,14.7,Tr,Tr,NA,NA,0.2,10,21,9,0.1,0.13,10,54,7,0.1,0.07
,,,,,,,,,,,,,,,,,
"Azeite, de dendê",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Azeite, de oliva, extra virgem",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Manteiga, com sal",726,0.1,0.4,82.4,201,924,NA,579,Tr,9,0.2,Tr,28,15,1,Tr,Tr
"Manteiga, sem sal",758,0,0.4,86,214,1013,NA,4,Tr,4,Tr,0.04,7,5,1,Tr,Tr
"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",596,0,Tr,67.4,NA,462,NA,894,Tr,6,0.1,Tr,7,21,1,Tr,Tr
"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",723,0,Tr,81.7,NA,534,NA,78,Tr,3,0.1,Tr,4,2,1,Tr,Tr
"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",594,0,Tr,67.2,NA,385,NA,561,Tr,5,Tr,Tr,6,15,1,Tr,Tr
"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",593,0,Tr,67.1,NA,245,NA,33,Tr,5,0.1,Tr,7,5,1,Tr,Tr
"Óleo, de babaçu",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Óleo, de canola",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Óleo, de girassol",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Óleo, de milho",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Óleo, de pequi",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
"Óleo, de soja",884,NA,NA,100,NA,NA,NA,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Abadejo, filé, congelado, assado",112,0,23.5,1.2,103,Tr,NA,334,,23,0.5,0.03,338,156,20,0.5,Tr
"Abadejo, filé, congelado,cozido",91,0,19.3,0.9,87,Tr,NA,189,,17,0.3,0.03,351,146,16,0.4,Tr
"Abadejo, filé, congelado, cru",59,0,13.1,0.4,31,Tr,NA,79,,10,0.1,0.14,91,148,14,0.4,0.04
"Abadejo, filé, congelado, grelhado",130,0,27.6,1.3,136,6,NA,305,,20,0.3,Tr,581,279,22,0.4,0.03
"Atum, conserva em óleo",166,0,26.2,6,53,Tr,NA,362,,7,1.2,0.04,211,280,29,0.6,0.15
"Atum, fresco, cru",118,0,25.7,0.9,48,20,NA,30,,7,1.3,0.09,254,308,32,0.4,Tr
,,,,,,,,,,,,,,,,,
"Bacalhau, salgado, cru",136,0,29,1.3,139,Tr,NA,13585,,157,0.9,0.09,186,434,49,0.7,Tr
"Bacalhau, salgado, refogado",140,1.2,24,3.6,112,Tr,*,1256,Tr,59,0.2,0.04,51,50,15,0.6,0.03
"Cação, posta, com farinha de trigo, frita",208,3.1,25,10,75,17,0.5,160,,30,1,Tr,462,420,26,0.6,Tr
"Cação, posta, cozida",116,0,25.6,0.7,83,12,NA,115,,10,0.3,0.03,204,249,21,0.6,Tr
"Cação, posta, crua",83,0,17.9,0.8,36,6,NA,176,,9,0.2,0.13,181,299,19,0.3,0.04
"Camarão, Rio Grande, grande, cozido",90,0,19,1,241,Tr,NA,367,,90,1.3,0.17,266,102,19,1.2,Tr
"Camarão, Rio Grande, grande, cru",47,0,10,0.5,124,20,NA,201,,51,0.7,0.11,234,72,27,0.7,Tr
"Camarão, Sete Barbas, sem cabeça, com casca, frito",231,2.9,18.4,15.6,283,Tr,NA,99,,960,2.4,0.19,337,107,74,1.1,0.05
"Caranguejo, cozido",83,0,18.5,0.4,85,Tr,NA,360,Tr,357,2.9,0.72,154,186,52,5.7,0.04
"Corimba, cru",128,0,17.4,6,40,Tr,NA,47,,40,0.5,0.03,190,317,23,0.4,Tr
"Corimbatá, assado",261,0,19.9,19.6,80,Tr,NA,40,,22,1,0.03,221,326,24,0.7,0.13
"Corimbatá, cozido",239,0,20.1,16.9,75,Tr,NA,37,,65,0.6,0.05,185,254,23,1,Tr
"Corvina de água doce, crua",101,0,18.9,2.2,73,8,NA,45,,39,0.3,0.02,154,293,25,0.4,Tr
"Corvina do mar, crua",94,0,18.6,1.6,67,65,NA,68,,*,0.4,0.03,183,339,24,0.4,0.12
"Corvina grande, assada",147,0,26.8,3.6,117,Tr,NA,85,,60,0.5,0.02,176,291,24,0.7,0.11
"Corvina grande, cozida",100,0,23.4,2.6,123,6,NA,68,,69,0.6,0.03,164,194,22,0.7,Tr
"Dourada de água doce, fresca",131,0,18.8,5.6,52,Tr,NA,40,,12,0.2,0.02,189,393,26,0.5,Tr
"Lambari, congelado, cru",131,0,16.8,6.5,159,4,NA,48,,1181,0.9,0.09,696,244,45,3.3,0.05
"Lambari, congelado, frito",327,0,28.4,22.8,246,9,NA,65,,1881,0.8,0.31,1067,331,66,5.6,0.25
"Lambari, fresco, cru",152,0,15.7,9.4,144,Tr,NA,41,,590,0.6,0.05,441,207,32,2.4,Tr
"Manjuba, com farinha de trigo, frita",344,10.2,23.5,22.6,282,30,0.4,37,,763,3,0.15,578,319,47,3.8,0.05
"Manjuba, frita",349,0,30.1,24.5,270,12,NA,41,,575,0.9,0.14,735,318,32,3.2,0.03
"Merluza, filé, assado",122,0,26.6,0.9,91,Tr,NA,120,,36,0.4,0.03,273,364,20,0.9,0.05
"Merluza, filé, cru",89,0,16.6,2,57,Tr,NA,80,,20,0.2,Tr,185,340,27,0.3,Tr
"Merluza, filé, frito",192,0,26.9,8.5,109,Tr,NA,90,,36,0.4,0.03,279,447,38,0.6,0.05
"Pescada, branca, crua",111,0,16.3,4.6,51,3,NA,76,,16,0.2,Tr,136,261,19,0.3,Tr
"Pescada, branca, frita",223,0,27.4,11.8,165,39,NA,107,,378,0.5,0.08,504,355,30,1.1,0.08
"Pescada, filé, com farinha de trigo, frito",283,5,21.4,19.1,73,18,Tr,91,,26,0.9,0.03,216,216,28,0.4,Tr
"Pescada, filé, cru",107,0,16.7,4,65,48,NA,77,,14,0.2,Tr,141,253,23,0.3,Tr
"Pescada, filé, frito",154,0,28.6,3.6,81,4,NA,115,,10,0.3,0.03,204,249,21,0.6,0.14
"Pescada, filé, molho escabeche",142,5,11.8,8,43,19,0.8,51,6.9,20,1.5,0.36,105,208,18,0.3,Tr
"Pescadinha, crua",76,0,15.5,1.1,84,Tr,NA,120,,332,0.5,0.1,327,304,34,0.6,0.08
,,,,,,,,,,,,,,,,,
"Pintado, assado",192,0,36.5,4,126,7,NA,81,,114,0.8,0.04,332,527,42,2.1,0.03
"Pintado, cru",91,0,18.6,1.3,50,Tr,NA,43,,12,0.2,0.03,174,294,24,0.4,Tr
"Pintado, grelhado",152,0,30.8,2.3,99,5,NA,53,,69,0.5,0.04,237,360,27,0.8,0.03
"Porquinho, cru",93,0,20.5,0.6,49,5,NA,67,,26,0.4,0.04,207,313,24,0.7,Tr
"Salmão, filé, com pele, fresco,  grelhado",229,0,23.9,14,85,Tr,NA,85,,29,0.5,0.04,300,384,28,0.6,0.13
"Salmão, sem pele, fresco, cru",170,0,19.3,9.7,53,Tr,NA,64,,9,0.2,0.02,259,376,27,0.3,0.2
"Salmão, sem pele, fresco, grelhado",243,0,26.1,14.5,73,Tr,NA,96,,15,0.4,0.04,352,518,38,0.5,0.23
"Sardinha, assada",164,0,32.2,3,109,Tr,NA,74,,438,1.3,0.14,578,574,51,1.8,0.06
"Sardinha, conserva em óleo",285,0,15.9,24,73,Tr,NA,666,,550,3.5,0.03,496,367,35,1.6,0.42
"Sardinha, frita",257,0,33.4,12.7,103,Tr,NA,60,,482,1.1,0.14,629,460,39,1.6,0.06
"Sardinha, inteira, crua",114,0,21.1,2.7,61,Tr,NA,60,,167,1.3,0.13,294,312,29,1.3,Tr
"Tucunaré, filé, congelado, cru",88,0,18,1.2,47,Tr,NA,57,,19,0.3,0.1,168,288,26,0.4,Tr
,,,,,,,,,,,,,,,,,
Apresuntado,129,2.9,13.5,6.7,38,Tr,NA,943,Tr,23,0.9,0.03,225,270,15,1.6,0.62
"Caldo de carne, tablete",241,15.1,7.8,16.6,Tr,Tr,0.6,22180,,129,Tr,Tr,123,218,22,Tr,0.7
"Caldo de galinha, tablete",251,10.6,6.3,20.4,2,Tr,11.8,22300,,16,0.7,Tr,48,68,13,0.3,0.05
"Carne, bovina, acém, moído, cozido",212,0,26.7,10.9,103,Tr,NA,52,,4,2.7,0.06,164,256,17,8.1,Tr
"Carne, bovina, acém, moído, cru",137,0,19.4,5.9,58,2,NA,49,,3,1.8,0.08,158,237,14,6.3,0.15
"Carne, bovina, acém, sem gordura, cozido",215,0,27.3,10.9,107,Tr,NA,56,,7,2.4,0.07,164,254,14,8,Tr
"Carne, bovina, acém, sem gordura, cru",144,0,20.8,6.1,53,2,NA,50,,5,1.5,0.04,144,234,13,5.2,0.12
"Carne, bovina, almôndegas, cruas",189,9.8,12.3,11.2,34,Tr,*,621, ,22,1.6,0.15,145,328,24,2.3,0.11
"Carne, bovina, almôndegas, fritas",272,14.3,18.2,15.8,36,Tr,*,1030,,27,1.9,0.19,244,536,48,2.6,0.13
"Carne, bovina, bucho, cozido",133,0,21.6,4.5,245,Tr,NA,38,,13,0.6,0.05,63,70,7,2.5,Tr
"Carne, bovina, bucho, cru",137,0,20.5,5.5,145,Tr,NA,45,,9,0.5,0.06,61,85,6,2.1,Tr
"Carne, bovina, capa de contra-filé, com gordura, crua",217,0,19.2,15,63,4,NA,58,,6,1.5,0.06,144,267,17,3.5,0.09
"Carne, bovina, capa de contra-filé, com gordura, grelhada",312,0,30.7,20,120,Tr,NA,81,,7,2.6,0.13,214,323,18,6.2,Tr
"Carne, bovina, capa de contra-filé, sem gordura, crua",131,0,21.5,4.3,58,Tr,NA,79,,6,2,0.06,178,325,20,4.6,Tr
"Carne, bovina, capa de contra-filé, sem gordura, grelhada",239,0,35.1,10,80,Tr,NA,83,,9,2.8,0.12,287,385,26,7.6,0.03
"Carne, bovina, charque, cozido",263,0,36.4,11.9,113,Tr,NA,1443,,15,3.5,0.07,101,90,13,6.1,0.05
"Carne, bovina, charque, cru",249,0,22.7,16.8,81,Tr,NA,5875,,15,1.5,0.03,122,236,13,3.9,0.12
"Carne, bovina, contra-filé, à milanesa",352,12.2,20.6,24,99,15,0.4,77,,15,2.9,0.1,203,271,27,2.9,0.07
,,,,,,,,,,,,,,,,,
"Carne, bovina, contra-filé de costela, cru",202,0,19.8,13.1,52,3,NA,39,,3,1.6,0.04,164,245,14,4.4,0.14
"Carne, bovina, contra-filé de costela, grelhado",275,0,29.9,16.3,98,Tr,NA,51,,4,2.8,0.08,252,383,24,6.7,Tr
"Carne, bovina, contra-filé, com gordura, cru",206,0,21.2,12.8,73,4,NA,44,,4,1.3,0.04,164,285,18,2.8,0.11
"Carne, bovina, contra-filé, com gordura, grelhado",278,0,32.4,15.5,144,Tr,NA,57,,4,2.4,0.09,219,352,19,4.8,Tr
"Carne, bovina, contra-filé, sem gordura, cru",157,0,24,6,59,Tr,NA,53,,4,1.7,0.05,184,335,21,3.2,Tr
"Carne, bovina, contra-filé, sem gordura, grelhado",194,0,35.9,4.5,102,Tr,NA,58,,5,2.4,0.09,241,386,21,5.1,Tr
"Carne, bovina, costela, assada",373,0,28.8,27.7,95,Tr,NA,92,,28,2.2,0.08,179,270,20,5.5,Tr
"Carne, bovina, costela, crua",358,0,16.7,31.8,44,5,NA,70,,*,1.2,Tr,130,151,12,2.7,0.12
"Carne, bovina, coxão duro, sem gordura, cozido",217,0,31.9,8.9,71,2,NA,41,,4,1.7,0.07,189,252,14,5,Tr
"Carne, bovina, coxão duro, sem gordura, cru",148,0,21.5,6.2,60,2,NA,49,,3,1.9,0.05,189,358,21,2.8,0.12
"Carne, bovina, coxão mole, sem gordura, cozido",219,0,32.4,8.9,84,2,NA,44,,4,2.6,0.11,183,239,13,4.7,Tr
"Carne, bovina, coxão mole, sem gordura, cru",169,0,21.2,8.7,84,3,NA,61,,3,1.9,0.05,175,335,21,2.6,0.12
"Carne, bovina, cupim, assado",330,0,28.6,23,91,Tr,NA,72,,8,2.7,0.08,212,321,18,5.3,Tr
"Carne, bovina, cupim, cru",221,0,19.5,15.3,51,3,NA,47,,4,1.1,0.03,220,151,13,2.4,0.11
"Carne, bovina, fígado, cru",141,1.1,20.7,5.4,393,7937,NA,76,,4,5.6,9.01,334,265,12,3.5,0.14
"Carne, bovina, fígado, grelhado",225,4.2,29.9,9,601,14574,NA,82,,6,5.8,12.58,420,309,10,4,0.21
"Carne, bovina, filé mingnon, sem gordura, cru",143,0,21.6,5.6,55,4,NA,49,,3,1.9,0.08,193,322,21,2.8,0.12
"Carne, bovina, filé mingnon, sem gordura, grelhado",220,0,32.8,8.8,103,Tr,NA,58,,4,2.9,0.14,308,326,28,4.1,0.03
"Carne, bovina, flanco, sem gordura, cozido",196,0,29.4,7.8,62,2,NA,42,,4,2.8,0.07,181,249,14,5.6,Tr
"Carne, bovina, flanco, sem gordura, cru",141,0,20,6.2,50,2,NA,54,,3,1.6,0.05,167,324,18,4.5,0.11
"Carne, bovina, fraldinha, com gordura, cozida",338,0,24.2,26,65,Tr,NA,39,,3,2,0.07,161,207,14,6.5,Tr
"Carne, bovina, fraldinha, com gordura, crua",221,0,17.6,16.1,54,5,NA,51,,3,1.5,0.04,131,274,16,4.2,0.08
"Carne, bovina, lagarto, cozido",222,0,32.9,9.1,56,3,NA,48,,4,1.9,0.05,167,254,13,7,Tr
"Carne, bovina, lagarto, cru",135,0,20.5,5.2,56,2,NA,54,,3,1.3,0.05,185,362,20,2.4,0.1
"Carne, bovina, língua, cozida",315,0,21.4,24.8,105,Tr,NA,59,,6,2.1,0.08,136,175,12,4.1,Tr
"Carne, bovina, língua, crua",215,0,17.1,15.8,118,Tr,NA,73,,5,1.7,0.09,164,251,15,2.9,0.05
"Carne, bovina, maminha, crua",153,0,20.9,7,51,3,NA,37,,3,1.1,0.03,181,274,16,3.5,0.12
"Carne, bovina, maminha, grelhada",153,0,30.7,2.4,88,Tr,NA,58,,4,2.4,0.08,237,386,21,5.6,Tr
"Carne, bovina, miolo de alcatra, sem gordura, cru",163,0,21.6,7.8,60,4,NA,43,,3,2,0.06,165,299,20,3,0.12
"Carne, bovina, miolo de alcatra, sem gordura, grelhado",241,0,31.9,11.6,92,Tr,NA,52,,5,3.2,0.11,279,385,26,4.8,0.03
"Carne, bovina, músculo, sem gordura, cozido",194,0,31.2,6.7,56,2,NA,62,,5,2.4,0.08,176,253,13,6.4,Tr
"Carne, bovina, músculo, sem gordura, cru",142,0,21.6,5.5,51,2,NA,66,,4,1.9,0.05,162,296,17,3.7,0.09
,,,,,,,,,,,,,,,,,
"Carne, bovina, paleta, com gordura, crua",159,0,21.4,7.5,58,Tr,NA,65,,4,1.8,0.08,158,250,14,3.7,Tr
"Carne, bovina, paleta, sem gordura, cozida",194,0,29.7,7.4,56,Tr,NA,58,,6,2.2,0.1,197,250,18,6.8,0.03
"Carne, bovina, paleta, sem gordura, crua",141,0,21,5.7,42,3,NA,66,,4,1.9,0.05,163,319,18,3.3,0.13
"Carne, bovina, patinho, sem gordura, cru",133,0,21.7,4.5,56,2,NA,49,,3,1.8,0.05,170,318,20,4.5,0.11
"Carne, bovina, patinho, sem gordura, grelhado",219,0,35.9,7.3,126,Tr,NA,60,,5,3,0.12,289,421,27,8.1,0.04
"Carne, bovina, peito, sem gordura, cozido",338,0,22.2,27,100,Tr,NA,56,,4,1.6,0.05,136,204,14,3.9,Tr
"Carne, bovina, peito, sem gordura, cru",259,0,17.6,20.4,59,4,NA,64,,4,1.3,0.06,124,241,15,2.6,0.11
"Carne, bovina, picanha, com gordura, crua",213,0,18.8,14.7,60,3,NA,38,,2,1.7,0.06,165,232,14,3.8,0.13
"Carne, bovina, picanha, com gordura, grelhada",289,0,26.4,19.5,92,Tr,NA,60,,4,3.2,0.14,246,355,24,5.5,0.03
"Carne, bovina, picanha, sem gordura, crua",134,0,21.3,4.7,75,Tr,NA,61,,3,2.1,0.08,183,322,20,4.2,Tr
"Carne, bovina, picanha, sem gordura, grelhada",238,0,31.9,11.3,100,Tr,NA,61,,4,3.6,0.17,282,377,25,6.7,Tr
"Carne, bovina, seca, cozida",313,0,26.9,21.9,100,Tr,NA,1943,,13,1.9,0.03,82,86,12,7.7,Tr
"Carne, bovina, seca, crua",313,0,19.7,25.4,92,Tr,NA,4440,,14,1.3,Tr,100,190,12,3.7,Tr
"Coxinha de frango, frita",283,34.5,9.6,11.8,15,Tr,5,532,Tr,18,1.3,0.09,93,166,17,0.5,0.09
"Croquete, de carne, cru",246,13.9,12,15.6,30,Tr,,711,Tr,15,2.5,0.1,144,221,24,2.7,0.11
"Croquete, de carne, frito",347,18.1,16.9,22.7,38,Tr,,916,Tr,18,2.3,0.09,176,313,30,3.3,0.14
"Empada de frango, pré-cozida, assada",358,47.5,6.9,15.6,23,Tr,2.2,525, ,16,1.2,0.07,78,138,18,0.6,0.12
"Empada, de frango, pré-cozida",377,35.5,7.3,22.9,23,Tr,2.2,771, ,14,0.7,0.09,78,156,17,0.5,0.11
"Frango, asa, com pele, crua",213,0,18.1,15.1,113,10,NA,96,,11,0.6,0.02,155,211,23,1.2,0.11
"Frango, caipira, inteiro, com pele, cozido",243,0,23.9,15.6,110,16,NA,56,,17,1.7,0.08,162,210,18,1.7,0.03
"Frango, caipira, inteiro, sem pele, cozido",196,0,29.6,7.7,106,6,NA,53,,66,2.1,0.15,210,224,23,2.7,0.03
"Frango, coração, cru",222,0,12.6,18.6,159,9,NA,95,,6,4.1,0.2,193,220,20,2,0.23
